Tax Year,Tax code,Agency,Agency Name,Agency Rate,Tax code Rate,Assessment District,Taxing Body Count,Assessment Ratio,Cook County Equalization Factor,Effective Property Tax Rate,Tax Rate Proportion,ETR Share
2007,27006,990020000,Suburban Tuberculosis Sanitarium,0,9.242,Oak Park,16,8.4,2.8439,2.207799199,0,0
2007,27011,40580000,School District 97,3.059,9.693,Oak Park,16,8.4,2.8439,2.315537507,0.315588569,0.730757168
2007,27007,42020000,Consolidated High School 200,2.848,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.308158407,0.680351885
2007,27007,50760000,Oak Park Park District,0.447,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.048366155,0.106782757
2007,27008,90010000,Des Plaines Valley Mosquito Abatement Dist,0.012,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.00129842,0.002866651
2007,27008,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.263,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.028457044,0.062827439
2007,27008,50760000,Oak Park Park District,0.447,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.048366155,0.106782757
2007,27008,43020000,Triton Community College District 504,0.224,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.024237178,0.053510822
2007,27008,42020000,Consolidated High School 200,2.848,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.308158407,0.680351885
2007,27008,40580000,School District 97,3.059,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.330988963,0.730757168
2007,27008,30920501,TIF Village of Oak Park-Harlem Ave/Garfield Ave,0,9.242,Oak Park,16,8.4,2.8439,2.207799199,0,0
2007,27008,30920001,Village of Oak Park Library Fund,0.51,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.055182861,0.121832676
2007,27007,43020000,Triton Community College District 504,0.224,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.024237178,0.053510822
2007,27008,30920000,Village of Oak Park,1.13,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.122267907,0.269942988
2007,27008,20180002,General Assistance Oak Park,0.03,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.003246051,0.007166628
2007,27008,20180000,Town Oak Park,0.124,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.013417009,0.029622062
2007,27008,10020000,Forest Preserve District of Cook County,0.053,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.005734689,0.012661043
2007,27008,10010001,Consolidated Elections,0.012,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.00129842,0.002866651
2007,27008,10010000,Cook County,0.446,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.048257953,0.10654387
2007,27007,990020000,Suburban Tuberculosis Sanitarium,0,9.242,Oak Park,16,8.4,2.8439,2.207799199,0,0
2007,27007,90010000,Des Plaines Valley Mosquito Abatement Dist,0.012,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.00129842,0.002866651
2007,27007,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.263,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.028457044,0.062827439
2007,27008,20180004,Oak Park Mental Health District,0.084,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.009088942,0.020066558
2007,27006,30920000,Village of Oak Park,1.13,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.122267907,0.269942988
2007,27011,42020000,Consolidated High School 200,2.848,9.693,Oak Park,16,8.4,2.8439,2.315537507,0.293820283,0.680351885
2007,27011,50760000,Oak Park Park District,0.447,9.693,Oak Park,16,8.4,2.8439,2.315537507,0.046115754,0.106782757
2007,27012,90010000,Des Plaines Valley Mosquito Abatement Dist,0.012,9.375,Oak Park,16,8.4,2.8439,2.23957125,0.00128,0.002866651
2007,27012,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.263,9.375,Oak Park,16,8.4,2.8439,2.23957125,0.028053333,0.062827439
2007,27012,50760000,Oak Park Park District,0.447,9.375,Oak Park,16,8.4,2.8439,2.23957125,0.04768,0.106782757
2007,27012,43020000,Triton Community College District 504,0.224,9.375,Oak Park,16,8.4,2.8439,2.23957125,0.023893333,0.053510822
2007,27012,42020000,Consolidated High School 200,2.848,9.375,Oak Park,16,8.4,2.8439,2.23957125,0.303786667,0.680351885
2007,27012,40580000,School District 97,3.059,9.375,Oak Park,16,8.4,2.8439,2.23957125,0.326293333,0.730757168
2007,27012,30920105,Village of Oak Park Special Service Area 6,0.133,9.375,Oak Park,16,8.4,2.8439,2.23957125,0.014186667,0.031772051
2007,27012,30920001,Village of Oak Park Library Fund,0.51,9.375,Oak Park,16,8.4,2.8439,2.23957125,0.0544,0.121832676
2007,27012,990020000,Suburban Tuberculosis Sanitarium,0,9.375,Oak Park,16,8.4,2.8439,2.23957125,0,0
2007,27012,30920000,Village of Oak Park,1.13,9.375,Oak Park,16,8.4,2.8439,2.23957125,0.120533333,0.269942988
2007,27012,20180002,General Assistance Oak Park,0.03,9.375,Oak Park,16,8.4,2.8439,2.23957125,0.0032,0.007166628
2007,27012,20180000,Town Oak Park,0.124,9.375,Oak Park,16,8.4,2.8439,2.23957125,0.013226667,0.029622062
2007,27012,10020000,Forest Preserve District of Cook County,0.053,9.375,Oak Park,16,8.4,2.8439,2.23957125,0.005653333,0.012661043
2007,27012,10010001,Consolidated Elections,0.012,9.375,Oak Park,16,8.4,2.8439,2.23957125,0.00128,0.002866651
2007,27012,10010000,Cook County,0.446,9.375,Oak Park,16,8.4,2.8439,2.23957125,0.047573333,0.10654387
2007,27011,990020000,Suburban Tuberculosis Sanitarium,0,9.693,Oak Park,16,8.4,2.8439,2.315537507,0,0
2007,27011,90010000,Des Plaines Valley Mosquito Abatement Dist,0.012,9.693,Oak Park,16,8.4,2.8439,2.315537507,0.001238007,0.002866651
2007,27011,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.263,9.693,Oak Park,16,8.4,2.8439,2.315537507,0.027132983,0.062827439
2007,27012,20180004,Oak Park Mental Health District,0.084,9.375,Oak Park,16,8.4,2.8439,2.23957125,0.00896,0.020066558
2007,27011,43020000,Triton Community College District 504,0.224,9.693,Oak Park,16,8.4,2.8439,2.315537507,0.02310946,0.053510822
2007,27006,20180004,Oak Park Mental Health District,0.084,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.009088942,0.020066558
2007,27006,20180000,Town Oak Park,0.124,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.013417009,0.029622062
2007,27006,20180002,General Assistance Oak Park,0.03,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.003246051,0.007166628
2007,27004,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.263,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.028457044,0.062827439
2007,27004,50760000,Oak Park Park District,0.447,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.048366155,0.106782757
2007,27004,43020000,Triton Community College District 504,0.224,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.024237178,0.053510822
2007,27004,42020000,Consolidated High School 200,2.848,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.308158407,0.680351885
2007,27004,40580000,School District 97,3.059,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.330988963,0.730757168
2007,27004,30920500,TIF Village of Oak Park-Greater Mall Area,0,9.242,Oak Park,16,8.4,2.8439,2.207799199,0,0
2007,27004,30920001,Village of Oak Park Library Fund,0.51,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.055182861,0.121832676
2007,27004,30920000,Village of Oak Park,1.13,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.122267907,0.269942988
2007,27004,20180004,Oak Park Mental Health District,0.084,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.009088942,0.020066558
2007,27004,20180002,General Assistance Oak Park,0.03,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.003246051,0.007166628
2007,27004,20180000,Town Oak Park,0.124,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.013417009,0.029622062
2007,27004,10020000,Forest Preserve District of Cook County,0.053,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.005734689,0.012661043
2007,27004,10010001,Consolidated Elections,0.012,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.00129842,0.002866651
2007,27004,10010000,Cook County,0.446,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.048257953,0.10654387
2007,27003,990020000,Suburban Tuberculosis Sanitarium,0,9.242,Oak Park,16,8.4,2.8439,2.207799199,0,0
2007,27003,90010000,Des Plaines Valley Mosquito Abatement Dist,0.012,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.00129842,0.002866651
2007,27003,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.263,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.028457044,0.062827439
2007,27004,90010000,Des Plaines Valley Mosquito Abatement Dist,0.012,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.00129842,0.002866651
2007,27004,990020000,Suburban Tuberculosis Sanitarium,0,9.242,Oak Park,16,8.4,2.8439,2.207799199,0,0
2007,27005,10010000,Cook County,0.446,10.611,Oak Park,17,8.4,2.8439,2.534836324,0.042031854,0.10654387
2007,27005,10010001,Consolidated Elections,0.012,10.611,Oak Park,17,8.4,2.8439,2.534836324,0.001130902,0.002866651
2007,27006,10020000,Forest Preserve District of Cook County,0.053,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.005734689,0.012661043
2007,27006,10010001,Consolidated Elections,0.012,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.00129842,0.002866651
2007,27006,10010000,Cook County,0.446,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.048257953,0.10654387
2007,27005,990020000,Suburban Tuberculosis Sanitarium,0,10.611,Oak Park,17,8.4,2.8439,2.534836324,0,0
2007,27005,90010000,Des Plaines Valley Mosquito Abatement Dist,0.012,10.611,Oak Park,17,8.4,2.8439,2.534836324,0.001130902,0.002866651
2007,27005,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.263,10.611,Oak Park,17,8.4,2.8439,2.534836324,0.0247856,0.062827439
2007,27005,50760000,Oak Park Park District,0.447,10.611,Oak Park,17,8.4,2.8439,2.534836324,0.042126096,0.106782757
2007,27005,43020000,Triton Community College District 504,0.224,10.611,Oak Park,17,8.4,2.8439,2.534836324,0.021110169,0.053510822
2007,27003,50760000,Oak Park Park District,0.447,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.048366155,0.106782757
2007,27005,42020000,Consolidated High School 200,2.848,10.611,Oak Park,17,8.4,2.8439,2.534836324,0.268400716,0.680351885
2007,27005,30920500,TIF Village of Oak Park-Greater Mall Area,0,10.611,Oak Park,17,8.4,2.8439,2.534836324,0,0
2007,27005,30920100,Village of Oak Park Special Services Area 1,1.369,10.611,Oak Park,17,8.4,2.8439,2.534836324,0.129017058,0.327037124
2007,27005,30920001,Village of Oak Park Library Fund,0.51,10.611,Oak Park,17,8.4,2.8439,2.534836324,0.048063331,0.121832676
2007,27005,30920000,Village of Oak Park,1.13,10.611,Oak Park,17,8.4,2.8439,2.534836324,0.106493262,0.269942988
2007,27005,20180004,Oak Park Mental Health District,0.084,10.611,Oak Park,17,8.4,2.8439,2.534836324,0.007916313,0.020066558
2007,27005,20180002,General Assistance Oak Park,0.03,10.611,Oak Park,17,8.4,2.8439,2.534836324,0.002827255,0.007166628
2007,27005,20180000,Town Oak Park,0.124,10.611,Oak Park,17,8.4,2.8439,2.534836324,0.011685986,0.029622062
2007,27005,10020000,Forest Preserve District of Cook County,0.053,10.611,Oak Park,17,8.4,2.8439,2.534836324,0.004994817,0.012661043
2007,27005,40580000,School District 97,3.059,10.611,Oak Park,17,8.4,2.8439,2.534836324,0.288285741,0.730757168
2007,27003,43020000,Triton Community College District 504,0.224,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.024237178,0.053510822
2007,27003,42020000,Consolidated High School 200,2.848,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.308158407,0.680351885
2007,27003,40580000,School District 97,3.059,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.330988963,0.730757168
2007,27002,10020000,Forest Preserve District of Cook County,0.053,10.611,Oak Park,16,8.4,2.8439,2.534836324,0.004994817,0.012661043
2007,27002,10010001,Consolidated Elections,0.012,10.611,Oak Park,16,8.4,2.8439,2.534836324,0.001130902,0.002866651
2007,27002,10010000,Cook County,0.446,10.611,Oak Park,16,8.4,2.8439,2.534836324,0.042031854,0.10654387
2007,27001,990020000,Suburban Tuberculosis Sanitarium,0,9.242,Oak Park,15,8.4,2.8439,2.207799199,0,0
2007,27001,90010000,Des Plaines Valley Mosquito Abatement Dist,0.012,9.242,Oak Park,15,8.4,2.8439,2.207799199,0.00129842,0.002866651
2007,27001,80180000,Metropolitan Water Reclamation District of Greater Chgo,0.263,9.242,Oak Park,15,8.4,2.8439,2.207799199,0.028457044,0.062827439
2007,27001,50760000,Oak Park Park District,0.447,9.242,Oak Park,15,8.4,2.8439,2.207799199,0.048366155,0.106782757
2007,27001,43020000,Triton Community College District 504,0.224,9.242,Oak Park,15,8.4,2.8439,2.207799199,0.024237178,0.053510822
2007,27002,20180000,Town Oak Park,0.124,10.611,Oak Park,16,8.4,2.8439,2.534836324,0.011685986,0.029622062
2007,27001,42020000,Consolidated High School 200,2.848,9.242,Oak Park,15,8.4,2.8439,2.207799199,0.308158407,0.680351885
2007,27001,30920001,Village of Oak Park Library Fund,0.51,9.242,Oak Park,15,8.4,2.8439,2.207799199,0.055182861,0.121832676
2007,27001,30920000,Village of Oak Park,1.13,9.242,Oak Park,15,8.4,2.8439,2.207799199,0.122267907,0.269942988
2007,27001,20180004,Oak Park Mental Health District,0.084,9.242,Oak Park,15,8.4,2.8439,2.207799199,0.009088942,0.020066558
2007,27001,20180002,General Assistance Oak Park,0.03,9.242,Oak Park,15,8.4,2.8439,2.207799199,0.003246051,0.007166628
2007,27001,20180000,Town Oak Park,0.124,9.242,Oak Park,15,8.4,2.8439,2.207799199,0.013417009,0.029622062
2007,27001,10020000,Forest Preserve District of Cook County,0.053,9.242,Oak Park,15,8.4,2.8439,2.207799199,0.005734689,0.012661043
2007,27001,10010001,Consolidated Elections,0.012,9.242,Oak Park,15,8.4,2.8439,2.207799199,0.00129842,0.002866651
2007,27001,10010000,Cook County,0.446,9.242,Oak Park,15,8.4,2.8439,2.207799199,0.048257953,0.10654387
2007,27001,40580000,School District 97,3.059,9.242,Oak Park,15,8.4,2.8439,2.207799199,0.330988963,0.730757168
2007,27002,20180002,General Assistance Oak Park,0.03,10.611,Oak Park,16,8.4,2.8439,2.534836324,0.002827255,0.007166628
2007,27002,30920000,Village of Oak Park,1.13,10.611,Oak Park,16,8.4,2.8439,2.534836324,0.106493262,0.269942988
2007,27003,30920101,Village of Oak Park Special Service Area 2,0,9.242,Oak Park,16,8.4,2.8439,2.207799199,0,0
2007,27003,30920001,Village of Oak Park Library Fund,0.51,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.055182861,0.121832676
2007,27003,30920000,Village of Oak Park,1.13,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.122267907,0.269942988
2007,27003,20180004,Oak Park Mental Health District,0.084,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.009088942,0.020066558
2007,27003,20180002,General Assistance Oak Park,0.03,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.003246051,0.007166628
2007,27003,20180000,Town Oak Park,0.124,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.013417009,0.029622062
2007,27003,10020000,Forest Preserve District of Cook County,0.053,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.005734689,0.012661043
2007,27003,10010001,Consolidated Elections,0.012,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.00129842,0.002866651
2007,27002,20180004,Oak Park Mental Health District,0.084,10.611,Oak Park,16,8.4,2.8439,2.534836324,0.007916313,0.020066558
2007,27003,10010000,Cook County,0.446,9.242,Oak Park,16,8.4,2.8439,2.207799199,0.048257953,0.10654387
2007,27002,90010000,Des Plaines Valley Mosquito Abatement Dist,0.012,10.611,Oak Park,16,8.4,2.8439,2.534836324,0.001130902,0.002866651
